date,plot,tfvol_ml_plotmean_throughfall,npoc_mgC.L_plotmean_throughfall,npoc_mgC_plotmean_throughfall,tdn_mgN.L_plotmean_throughfall,tdn_mgN_plotmean_throughfall,tfvol_ml_sitemean_throughfall,tfvol_ml_siteSD_throughfall,npoc_mgC.L_sitemean_throughfall,npoc_mgC.L_siteSD_throughfall,npoc_mgC_sitemean_throughfall,npoc_mgC_siteSD_throughfall,tdn_mgN.L_sitemean_throughfall,tdn_mgN.L_siteSD_throughfall,tdn_mgN_sitemean_throughfall,tdn_mgN_siteSD_throughfall
2024-01-04,5,650,3.403,2.21195,0.7102,0.46163,1696,1085.2055616845644,4.0667,2.5104255526813684,6.018858,4.341893363091984,0.58323,0.36396823747256973,0.8232638999999999,0.7260850865750973
2024-01-04,6,800,5.342,4.3161000000000005,0.92485,0.564305,1696,1085.2055616845644,4.0667,2.5104255526813684,6.018858,4.341893363091984,0.58323,0.36396823747256973,0.8232638999999999,0.7260850865750973
2024-01-18,1,930,8.701,8.09193,3.349,3.11457,950,780.3987584704516,10.1137,7.5318715698320595,7.499079,6.135454003245671,2.0150900000000003,2.57924033236748,1.423732,1.9212203125776885
2024-01-18,2,1400,10.21,14.294,0.3244,0.45416,950,780.3987584704516,10.1137,7.5318715698320595,7.499079,6.135454003245671,2.0150900000000003,2.57924033236748,1.423732,1.9212203125776885
2024-01-18,3,730,28.41,20.7393,8.612,6.28676,950,780.3987584704516,10.1137,7.5318715698320595,7.499079,6.135454003245671,2.0150900000000003,2.57924033236748,1.423732,1.9212203125776885
2024-01-18,4,2830,3.821,10.81343,0.5625,1.591875,950,780.3987584704516,10.1137,7.5318715698320595,7.499079,6.135454003245671,2.0150900000000003,2.57924033236748,1.423732,1.9212203125776885
2024-01-18,5,320,7.365,2.3568,0.6254,0.200128,950,780.3987584704516,10.1137,7.5318715698320595,7.499079,6.135454003245671,2.0150900000000003,2.57924033236748,1.423732,1.9212203125776885
2024-01-18,6,305,12.762,2.8541800000000004,2.04265,0.322361,950,780.3987584704516,10.1137,7.5318715698320595,7.499079,6.135454003245671,2.0150900000000003,2.57924033236748,1.423732,1.9212203125776885
2024-02-01,1,3320,4.693,15.58076,1.456,4.83392,2801,1798.1128996812186,5.0567,3.4651347592842616,12.334653000000001,9.611378405516211,0.62351,0.6406201863992597,1.2924307000000002,1.2977948404603736
2024-02-01,2,4110,5.349,21.98439,0.2449,1.006539,2801,1798.1128996812186,5.0567,3.4651347592842616,12.334653000000001,9.611378405516211,0.62351,0.6406201863992597,1.2924307000000002,1.2977948404603736
2024-02-01,3,2590,13.04,33.7736,0.269,0.69671,2801,1798.1128996812186,5.0567,3.4651347592842616,12.334653000000001,9.611378405516211,0.62351,0.6406201863992597,1.2924307000000002,1.2977948404603736
2024-02-01,4,6600,1.617,10.6722,0.2544,1.67904,2801,1798.1128996812186,5.0567,3.4651347592842616,12.334653000000001,9.611378405516211,0.62351,0.6406201863992597,1.2924307000000002,1.2977948404603736
2024-02-01,5,750,3.605,2.70375,0.4487,0.336525,2801,1798.1128996812186,5.0567,3.4651347592842616,12.334653000000001,9.611378405516211,0.62351,0.6406201863992597,1.2924307000000002,1.2977948404603736
2024-02-01,6,1800,6.654,8.7545,1.24235,1.057499,2801,1798.1128996812186,5.0567,3.4651347592842616,12.334653000000001,9.611378405516211,0.62351,0.6406201863992597,1.2924307000000002,1.2977948404603736
2024-02-15,1,2400,4.6,11.04,0.8768,2.10432,2226.6666666666665,1113.002695414526,5.0725,3.8225567432747884,9.84390111111111,8.100713658305738,0.8848,0.7741219039803888,1.5033298888888889,0.6664712009499069
2024-02-15,2,3270,3.026,9.89502,0.6289,2.056503,2226.6666666666665,1113.002695414526,5.0725,3.8225567432747884,9.84390111111111,8.100713658305738,0.8848,0.7741219039803888,1.5033298888888889,0.6664712009499069
2024-02-15,3,2000,14.73,29.46,0.3283,0.6566,2226.6666666666665,1113.002695414526,5.0725,3.8225567432747884,9.84390111111111,8.100713658305738,0.8848,0.7741219039803888,1.5033298888888889,0.6664712009499069
2024-02-15,4,3900,2.072,8.0808,0.6229,2.42931,2226.6666666666665,1113.002695414526,5.0725,3.8225567432747884,9.84390111111111,8.100713658305738,0.8848,0.7741219039803888,1.5033298888888889,0.6664712009499069
2024-02-15,5,,5.076,,0.8139,,2226.6666666666665,1113.002695414526,5.0725,3.8225567432747884,9.84390111111111,8.100713658305738,0.8848,0.7741219039803888,1.5033298888888889,0.6664712009499069
2024-02-15,6,1425,6.5009999999999994,7.7737549999999995,1.8664,1.423803,2226.6666666666665,1113.002695414526,5.0725,3.8225567432747884,9.84390111111111,8.100713658305738,0.8848,0.7741219039803888,1.5033298888888889,0.6664712009499069
2024-02-29,1,2890,5.576,16.11464,0.7209,2.083401,2431,1228.0467779726018,4.5591,3.1611058701382055,10.637716000000001,9.599292396130272,0.55932,0.32812960786182577,1.0732693,0.4550165474429474
2024-02-29,2,3280,2.507,8.22296,0.2304,0.755712,2431,1228.0467779726018,4.5591,3.1611058701382055,10.637716000000001,9.599292396130272,0.55932,0.32812960786182577,1.0732693,0.4550165474429474
2024-02-29,3,2890,12.15,35.1135,0.3947,1.140683,2431,1228.0467779726018,4.5591,3.1611058701382055,10.637716000000001,9.599292396130272,0.55932,0.32812960786182577,1.0732693,0.4550165474429474
2024-02-29,4,4380,2.498,10.94124,0.3077,1.347726,2431,1228.0467779726018,4.5591,3.1611058701382055,10.637716000000001,9.599292396130272,0.55932,0.32812960786182577,1.0732693,0.4550165474429474
2024-02-29,5,1080,2.537,2.73996,0.5239,0.565812,2431,1228.0467779726018,4.5591,3.1611058701382055,10.637716000000001,9.599292396130272,0.55932,0.32812960786182577,1.0732693,0.4550165474429474
2024-02-29,6,1615,5.5815,6.801205,0.89835,0.946798,2431,1228.0467779726018,4.5591,3.1611058701382055,10.637716000000001,9.599292396130272,0.55932,0.32812960786182577,1.0732693,0.4550165474429474
2024-03-14,1,2370,4.833,11.45421,0.7362,1.744794,1688,733.663562010696,4.4085,1.3974000659955774,7.072528,3.115057894635168,0.56965,0.2719360923697576,0.8609121,0.4467667771932639
2024-03-14,2,2250,4.337,9.75825,0.6572,1.4787,1688,733.663562010696,4.4085,1.3974000659955774,7.072528,3.115057894635168,0.56965,0.2719360923697576,0.8609121,0.4467667771932639
2024-03-14,3,1410,7.131,10.05471,0.4328,0.610248,1688,733.663562010696,4.4085,1.3974000659955774,7.072528,3.115057894635168,0.56965,0.2719360923697576,0.8609121,0.4467667771932639
2024-03-14,4,2640,2.997,7.91208,0.4218,1.113552,1688,733.663562010696,4.4085,1.3974000659955774,7.072528,3.115057894635168,0.56965,0.2719360923697576,0.8609121,0.4467667771932639
2024-03-14,5,1390,3.061,4.25479,0.5746,0.798694,1688,733.663562010696,4.4085,1.3974000659955774,7.072528,3.115057894635168,0.56965,0.2719360923697576,0.8609121,0.4467667771932639
2024-03-14,6,1185,4.981999999999999,5.6501149999999996,0.7041999999999999,0.456264,1688,733.663562010696,4.4085,1.3974000659955774,7.072528,3.115057894635168,0.56965,0.2719360923697576,0.8609121,0.4467667771932639
2024-03-28,1,3070,4.072,12.50104,0.818,2.51126,1839.4444444444443,799.5875672981527,4.2028,1.358956691322019,7.538502222222222,3.3868379641628037,0.84737,0.31640092727073,1.3503193333333334,0.5429837033484523
2024-03-28,2,2380,4.335,10.3173,0.6699,1.594362,1839.4444444444443,799.5875672981527,4.2028,1.358956691322019,7.538502222222222,3.3868379641628037,0.84737,0.31640092727073,1.3503193333333334,0.5429837033484523
2024-03-28,3,1430,6.913,9.88559,0.7542,1.078506,1839.4444444444443,799.5875672981527,4.2028,1.358956691322019,7.538502222222222,3.3868379641628037,0.84737,0.31640092727073,1.3503193333333334,0.5429837033484523
2024-03-28,4,2025,2.506,5.07465,0.564,1.1421,1839.4444444444443,799.5875672981527,4.2028,1.358956691322019,7.538502222222222,3.3868379641628037,0.84737,0.31640092727073,1.3503193333333334,0.5429837033484523
2024-03-28,5,,3.124,,1.096,,1839.4444444444443,799.5875672981527,4.2028,1.358956691322019,7.538502222222222,3.3868379641628037,0.84737,0.31640092727073,1.3503193333333334,0.5429837033484523
2024-03-28,6,1135,4.923,5.18523,1.2481,1.1447910000000001,1839.4444444444443,799.5875672981527,4.2028,1.358956691322019,7.538502222222222,3.3868379641628037,0.84737,0.31640092727073,1.3503193333333334,0.5429837033484523
2024-04-12,1,1840,13.27,24.4168,1.4,2.576,1387,583.972031293737,21.510800000000003,30.560369332410456,31.626711,46.81145157692897,0.94181,0.47500716591085934,1.1372121,0.6126588884291251
2024-04-12,2,1420,90.4,128.368,0.3369,0.478398,1387,583.972031293737,21.510800000000003,30.560369332410456,31.626711,46.81145157692897,0.94181,0.47500716591085934,1.1372121,0.6126588884291251
2024-04-12,3,1700,9.267,15.7539,0.9311,1.58287,1387,583.972031293737,21.510800000000003,30.560369332410456,31.626711,46.81145157692897,0.94181,0.47500716591085934,1.1372121,0.6126588884291251
2024-04-12,4,1360,4.036,5.48896,0.7228,0.983008,1387,583.972031293737,21.510800000000003,30.560369332410456,31.626711,46.81145157692897,0.94181,0.47500716591085934,1.1372121,0.6126588884291251
2024-04-12,5,690,4.289,2.95941,1.369,0.94461,1387,583.972031293737,21.510800000000003,30.560369332410456,31.626711,46.81145157692897,0.94181,0.47500716591085934,1.1372121,0.6126588884291251
2024-04-12,6,955,38.425,56.3262,1.1995,0.676125,1387,583.972031293737,21.510800000000003,30.560369332410456,31.626711,46.81145157692897,0.94181,0.47500716591085934,1.1372121,0.6126588884291251
2024-04-25,1,7200,3.918,28.2096,0.6317,4.54824,5255,2338.9563199569734,3.0443000000000002,1.3815184922556936,14.687539,8.488741637205848,0.47354,0.31232371454416763,2.0912951,1.2379030370217432
2024-04-25,2,4140,2.22,9.1908,0.254,1.05156,5255,2338.9563199569734,3.0443000000000002,1.3815184922556936,14.687539,8.488741637205848,0.47354,0.31232371454416763,2.0912951,1.2379030370217432
2024-04-25,3,5900,4.404,25.9836,0.34,2.006,5255,2338.9563199569734,3.0443000000000002,1.3815184922556936,14.687539,8.488741637205848,0.47354,0.31232371454416763,2.0912951,1.2379030370217432
2024-04-25,4,7320,1.212,8.87184,0.2285,1.67262,5255,2338.9563199569734,3.0443000000000002,1.3815184922556936,14.687539,8.488741637205848,0.47354,0.31232371454416763,2.0912951,1.2379030370217432
2024-04-25,5,1890,2.619,4.94991,0.466,0.88074,5255,2338.9563199569734,3.0443000000000002,1.3815184922556936,14.687539,8.488741637205848,0.47354,0.31232371454416763,2.0912951,1.2379030370217432
2024-04-25,6,3655,4.6805,14.182115,0.8930500000000001,2.3172815,5255,2338.9563199569734,3.0443000000000002,1.3815184922556936,14.687539,8.488741637205848,0.47354,0.31232371454416763,2.0912951,1.2379030370217432
2024-05-09,1,7680,3.19,24.4992,2.063,15.84384,7714,2967.4538281533924,3.2706,2.3742539038611685,26.3731,20.68118590952549,0.52368,0.6172377586203446,4.045739,4.815866674504947
2024-05-09,2,5400,1.649,8.9046,0.2281,1.23174,7714,2967.4538281533924,3.2706,2.3742539038611685,26.3731,20.68118590952549,0.52368,0.6172377586203446,4.045739,4.815866674504947
2024-05-09,3,14300,4.057,58.0151,0.2506,3.58358,7714,2967.4538281533924,3.2706,2.3742539038611685,26.3731,20.68118590952549,0.52368,0.6172377586203446,4.045739,4.815866674504947
2024-05-09,4,7120,2.572,18.31264,0.1032,0.734784,7714,2967.4538281533924,3.2706,2.3742539038611685,26.3731,20.68118590952549,0.52368,0.6172377586203446,4.045739,4.815866674504947
2024-05-09,5,2700,1.82,4.914,0.3381,0.91287,7714,2967.4538281533924,3.2706,2.3742539038611685,26.3731,20.68118590952549,0.52368,0.6172377586203446,4.045739,4.815866674504947
2024-05-09,6,8740,3.3735,29.1012,0.79225,6.53975,7714,2967.4538281533924,3.2706,2.3742539038611685,26.3731,20.68118590952549,0.52368,0.6172377586203446,4.045739,4.815866674504947
2024-05-23,1,2360,4.749,11.20764,0.8033,1.895788,3183.3333333333335,2256.6568192793516,4.6008,1.6805284089634824,15.665082222222221,16.919395306462476,0.59538,0.2621337478803097,1.6743233333333334,0.9518429243409859
2024-05-23,2,1620,4.52,7.3224,0.8137,1.318194,3183.3333333333335,2256.6568192793516,4.6008,1.6805284089634824,15.665082222222221,16.919395306462476,0.59538,0.2621337478803097,1.6743233333333334,0.9518429243409859
2024-05-23,3,7820,7.224,56.49168,0.44,3.4408,3183.3333333333335,2256.6568192793516,4.6008,1.6805284089634824,15.665082222222221,16.919395306462476,0.59538,0.2621337478803097,1.6743233333333334,0.9518429243409859
2024-05-23,4,5240,2.166,11.34984,0.3567,1.869108,3183.3333333333335,2256.6568192793516,4.6008,1.6805284089634824,15.665082222222221,16.919395306462476,0.59538,0.2621337478803097,1.6743233333333334,0.9518429243409859
2024-05-23,5,1300,3.199,4.1587,0.6028,0.78364,3183.3333333333335,2256.6568192793516,4.6008,1.6805284089634824,15.665082222222221,16.919395306462476,0.59538,0.2621337478803097,1.6743233333333334,0.9518429243409859
2024-05-23,6,2095,4.8294999999999995,9.51018,0.9219999999999999,1.7755299999999998,3183.3333333333335,2256.6568192793516,4.6008,1.6805284089634824,15.665082222222221,16.919395306462476,0.59538,0.2621337478803097,1.6743233333333334,0.9518429243409859
2024-06-06,1,5320,4.55,24.206,1.361,7.24052,5048,2946.8657549637,4.2997,2.2642347763035136,20.686912,16.95925776751172,0.70102,0.5344523277773863,2.8222406,2.048839305148606
2024-06-06,2,3740,2.487,9.30138,0.2682,1.003068,5048,2946.8657549637,4.2997,2.2642347763035136,20.686912,16.95925776751172,0.70102,0.5344523277773863,2.8222406,2.048839305148606
2024-06-06,3,10260,5.17,53.0442,0.405,4.1553,5048,2946.8657549637,4.2997,2.2642347763035136,20.686912,16.95925776751172,0.70102,0.5344523277773863,2.8222406,2.048839305148606
2024-06-06,4,8920,1.81,16.1452,0.2264,2.019488,5048,2946.8657549637,4.2997,2.2642347763035136,20.686912,16.95925776751172,0.70102,0.5344523277773863,2.8222406,2.048839305148606
2024-06-06,5,2240,3.496,7.83104,0.473,1.05952,5048,2946.8657549637,4.2997,2.2642347763035136,20.686912,16.95925776751172,0.70102,0.5344523277773863,2.8222406,2.048839305148606
2024-06-06,6,3070,4.9335,13.78032,0.79445,2.082035,5048,2946.8657549637,4.2997,2.2642347763035136,20.686912,16.95925776751172,0.70102,0.5344523277773863,2.8222406,2.048839305148606
2024-06-21,1,910,6.837,6.22167,3.408,3.10128,827.7777777777778,456.0914869238894,7.623444444444445,3.4941448564388082,5.157703333333333,2.158745040469115,2.581111111111111,1.8225151168402174,1.6199495555555556,1.1726886513221564
2024-06-21,2,1280,5.467,6.99776,0.5804,0.742912,827.7777777777778,456.0914869238894,7.623444444444445,3.4941448564388082,5.157703333333333,2.158745040469115,2.581111111111111,1.8225151168402174,1.6199495555555556,1.1726886513221564
2024-06-21,3,,,,,,827.7777777777778,456.0914869238894,7.623444444444445,3.4941448564388082,5.157703333333333,2.158745040469115,2.581111111111111,1.8225151168402174,1.6199495555555556,1.1726886513221564
2024-06-21,4,1460,2.445,3.5697,0.603,0.88038,827.7777777777778,456.0914869238894,7.623444444444445,3.4941448564388082,5.157703333333333,2.158745040469115,2.581111111111111,1.8225151168402174,1.6199495555555556,1.1726886513221564
2024-06-21,5,340,10.96,3.7264,5.715,1.9431,827.7777777777778,456.0914869238894,7.623444444444445,3.4941448564388082,5.157703333333333,2.158745040469115,2.581111111111111,1.8225151168402174,1.6199495555555556,1.1726886513221564
2024-06-21,6,515,11.4595,5.07273,3.129,1.53181,827.7777777777778,456.0914869238894,7.623444444444445,3.4941448564388082,5.157703333333333,2.158745040469115,2.581111111111111,1.8225151168402174,1.6199495555555556,1.1726886513221564
2024-07-05,1,3380,3.39,11.4582,0.8652,2.924376,3075.5,1270.0403536895983,4.4786,2.2871301862571993,12.5804845,8.771243359278738,0.74941,0.4184466418925011,2.1527380000000003,1.661321523628972
2024-07-05,2,3420,3.405,11.6451,0.4334,1.482228,3075.5,1270.0403536895983,4.4786,2.2871301862571993,12.5804845,8.771243359278738,0.74941,0.4184466418925011,2.1527380000000003,1.661321523628972
2024-07-05,3,4000,4.255,17.02,0.3607,1.4428,3075.5,1270.0403536895983,4.4786,2.2871301862571993,12.5804845,8.771243359278738,0.74941,0.4184466418925011,2.1527380000000003,1.661321523628972
2024-07-05,4,4040,2.207,8.91628,0.4617,1.865268,3075.5,1270.0403536895983,4.4786,2.2871301862571993,12.5804845,8.771243359278738,0.74941,0.4184466418925011,2.1527380000000003,1.661321523628972
2024-07-05,5,2075,4.179,8.671425,1.026,2.12895,3075.5,1270.0403536895983,4.4786,2.2871301862571993,12.5804845,8.771243359278738,0.74941,0.4184466418925011,2.1527380000000003,1.661321523628972
2024-07-05,6,2670,8.332,21.60634,1.3855,3.7409100000000004,3075.5,1270.0403536895983,4.4786,2.2871301862571993,12.5804845,8.771243359278738,0.74941,0.4184466418925011,2.1527380000000003,1.661321523628972
2024-07-19,1,2000,5.509,11.018,1.087,2.174,2267.777777777778,978.8102188087557,5.7975,2.5542470623562545,14.161575555555556,11.8734850348014,0.88112,0.2390816262283658,2.0190141111111113,1.1474192240155126
2024-07-19,2,2680,4.198,11.25064,0.9716,2.603888,2267.777777777778,978.8102188087557,5.7975,2.5542470623562545,14.161575555555556,11.8734850348014,0.88112,0.2390816262283658,2.0190141111111113,1.1474192240155126
2024-07-19,3,4000,10.64,42.56,1.072,4.288,2267.777777777778,978.8102188087557,5.7975,2.5542470623562545,14.161575555555556,11.8734850348014,0.88112,0.2390816262283658,2.0190141111111113,1.1474192240155126
2024-07-19,4,2650,7.493,19.85645,0.5641,1.494865,2267.777777777778,978.8102188087557,5.7975,2.5542470623562545,14.161575555555556,11.8734850348014,0.88112,0.2390816262283658,2.0190141111111113,1.1474192240155126
