"","session","tube","treatment","diam2","hurricane","depthbin.cm.","date","prodbybin","prodbybin.bystock","prod2mg.bin","mortbybin","stockbybin","dlenbybin","mortLengthbybin","lenbybin","prodSAbybin","morSAbybin","SAbybin","prodnewRMLbybin","prod2newRMLbybin","stocknewRMLbybin","mornewRMLbybin","binlength","tubelength","tubedepth","added","plot","dur","prod.mg.cm3","prod.mg.cm3.day","prod2bin.mg.cm3","prod2.mg.cm3.day","prodbystock.mg.cm3","prodbystock.mg.cm3.day","mort.mg.cm3","mort.mg.cm3.day","stock.mg.cm3","dlen.mm.cm3","dlen.mm.cm3.day","mortLength.mm.cm3","mortLength.mm.cm3.day","len.mm.cm3","prod.mg.newRMLmg.cm3","prod.mg.newRMLmg.cm3.day","mort.mg.newRML.cm3","mort.mg.newRML.cm3.day","stock.mg.newRML.cm3","prod2.mg.newRML.cm3","prod2.mg.newRML.cm3.day","prodSA.mm2.cm3","prodSA.mm2.cm3.day","morSA.mm2.cm3","morSA.mm2.cm3.day","SA.mm2.cm3","prod.mg.cm2","prod.mg.cm2.day","prod2.mg.cm2","prod2.mg.cm2.day","prodbystock.mg.cm2","prodbystock.mg.cm2.day","mort.mg.cm2","mort.mg.cm2.day","stock.mg.cm2","dlen.mm.cm2","dlen.mm.cm2.day","mortLength.mm.cm2","mortLength.mm.cm2.day","len.mm.cm2","stock.newRMLmg.cm2","prod.newRMLmg.cm2","prod.newRMLmg.cm2.day","prod2.newRMLmg.cm2","prod2.newRMLmg.cm2.day","mort.newRMLmg.cm2","mort.newRMLmg.cm2.day","prodSA.mm2.cm2","prodSA.mm2.cm2.day","morSA.mm2.cm2","morSA.mm2.cm2.day","SA.mm2.cm2","SA.m2.m2","prodSA.m2.m2.day","morSA.m2.m2.day","stock.newRMLg.m2","prod.newRMLg.m2.day","mort.newRMLg.m2.day","stock.g.m2","prod.g.m2.day","mort.g.m2.day","prod.g.m2.day.arit","prod2.g.m2.day","prod2.newRMLg.m2.day"
"11",2,9,"Control","Fine","before","30-40",2017-02-14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.5774647887324,124.74,42.174,"added",5,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"12",2,1,"Control","Finer","before","60-70",2017-02-14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.0229007633588,132.3,110.04,"added",1,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"13",2,11,"Control","Finer","before","10-20",2017-02-14,0.0519453382365314,0.0519453382365314,0.0519453382365314,0,0.0519453382365314,1.774691,0,1.774691,1.75062839717222,0,1.75062839717222,0.0497807274376725,0.0497807274376725,0.0497807274376725,0,11.0526315789474,127.26,115.14,NA,3,15,0.0559501942456969,0.00373001294971313,0.0559501942456969,0.00373001294971313,0.0559501942456969,0.00373001294971313,0,0,0.0559501942456969,1.9115152494331,0.127434349962207,0,0,1.9115152494331,0.053618697353502,0.0035745798235668,0,0,0.053618697353502,0.053618697353502,0.0035745798235668,1.8855974799474,0.12570649866316,0,0,1.8855974799474,0.559501942456969,0.0373001294971313,0.559501942456969,0.0373001294971313,0.559501942456969,0.0373001294971313,0,0,0.559501942456969,19.115152494331,1.27434349962207,0,0,19.115152494331,0.53618697353502,0.53618697353502,0.035745798235668,0.53618697353502,0.035745798235668,0,0,18.855974799474,1.2570649866316,0,0,18.855974799474,0.18855974799474,0.012570649866316,0,5.3618697353502,0.35745798235668,0,5.59501942456969,0.373001294971313,0,0.373001294971313,0.373001294971313,0.35745798235668
"14",2,5,"Warming","Fine","before","10-20",2017-02-14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.3474576271186,127.89,95.816,"added",4,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"15",2,8,"Warming","Fine","before","40-50",2017-02-14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.4515235457064,126.63,72.561,"added",6,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"16",2,8,"Warming","Finer","before","40-50",2017-02-14,0.018766726849313,0.018766726849313,0.018766726849313,0,0.0787088258689131,1.0811,0,4.534201,0,0,3.44876314484354,0.0207929440351431,0.0207929440351431,0.0872069074434278,0,17.4515235457064,126.63,72.561,NA,6,15,0.012801943296678,0.000853462886445198,0.012801943296678,0.000853462886445198,0.012801943296678,0.000853462886445198,0,0,0.0536921506777732,0.737485071806499,0.0491656714537666,0,0,3.093058505291,0.0141841511653187,0.000945610077687912,0,0,0.0594892169067978,0.0141841511653187,0.000945610077687912,0,0,0,0,2.35261431460415,0.12801943296678,0.00853462886445198,0.12801943296678,0.00853462886445198,0.12801943296678,0.00853462886445198,0,0,0.536921506777732,7.37485071806499,0.491656714537666,0,0,30.93058505291,0.594892169067978,0.141841511653187,0.00945610077687912,0.141841511653187,0.00945610077687912,0,0,0,0,0,0,23.5261431460415,0.235261431460415,0,0,5.94892169067978,0.0945610077687912,0,5.36921506777732,0.0853462886445198,0,0.0853462886445198,0.0853462886445198,0.0945610077687912
"17",2,8,"Warming","Fine","before","50-60",2017-02-14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.4515235457064,126.63,72.561,"added",6,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"18",2,5,"Warming","Fine","before","40-50",2017-02-14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.3474576271186,127.89,95.816,"added",4,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"19",2,11,"Control","Fine","before","60-70",2017-02-14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.0526315789474,127.26,115.14,"added",3,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"20",2,12,"Control","Finer","before","20-30",2017-02-14,0,0,0,0,0.0734888726634962,0,0,1.899659,0,0,2.15287403170796,0,0,0.0651777537480744,0,35,126.63,36.18,NA,3,15,0,0,0,0,0,0,0,0,0.0249962151916654,0,0,0,0,0.646142517006803,0,0,0,0,0.0221693039959437,0,0,0,0,0,0,0.732270078812231,0,0,0,0,0,0,0,0,0.249962151916654,0,0,0,0,6.46142517006803,0.221693039959437,0,0,0,0,0,0,0,0,0,0,7.32270078812231,0.0732270078812231,0,0,2.21693039959437,0,0,2.49962151916654,0,0,0,0,0
"21",2,3,"Warming","Fine","before","20-30",2017-02-14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.5555555555556,128.52,82.62,"added",2,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"22",2,1,"Control","Finer","before","100-110",2017-02-14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.0229007633588,132.3,110.04,"added",1,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"23",2,7,"Warming","Coarse","before","10-20",2017-02-14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.3139534883721,128.52,70.176,"added",6,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"24",2,5,"Warming","Coarse","before","10-20",2017-02-14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.3474576271186,127.89,95.816,"added",4,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"25",2,11,"Control","Finer","before","90-100",2017-02-14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.0526315789474,127.26,115.14,"added",3,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"26",2,9,"Control","Coarse","before","0-10",2017-02-14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.5774647887324,124.74,42.174,"added",5,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"27",2,8,"Warming","Fine","before","10-20",2017-02-14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.4515235457064,126.63,72.561,"added",6,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"28",2,8,"Warming","Finer","before","10-20",2017-02-14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.4515235457064,126.63,72.561,"added",6,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"29",2,8,"Warming","Finer","before","70-80",2017-02-14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.4515235457064,126.63,72.561,"added",6,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"30",2,8,"Warming","Coarse","before","30-40",2017-02-14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.4515235457064,126.63,72.561,"added",6,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"31",2,4,"Warming","Finer","before","30-40",2017-02-14,0,0,0,0,0.0195366689626744,0,0,4.331004,0,0,1.68468509947055,0,0,0.0314710262422268,0,27.5109170305677,126,45.8,NA,2,15,0,0,0,0,0,0,0,0,0.00845407632738555,0,0,0,0,1.87414950113379,0,0,0,0,0.0136184146059523,0,0,0,0,0,0,0.729011503739145,0,0,0,0,0,0,0,0,0.0845407632738555,0,0,0,0,18.7414950113379,0.136184146059523,0,0,0,0,0,0,0,0,0,0,7.29011503739145,0.0729011503739145,0,0,1.36184146059523,0,0,0.845407632738555,0,0,0,0,0
"32",2,5,"Warming","Finer","before","30-40",2017-02-14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.3474576271186,127.89,95.816,"added",4,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"33",2,7,"Warming","Finer","before","50-60",2017-02-14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.3139534883721,128.52,70.176,"added",6,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"34",2,4,"Warming","Coarse","before","10-20",2017-02-14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.5109170305677,126,45.8,"added",2,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"35",2,4,"Warming","Fine","before","30-40",2017-02-14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.5109170305677,126,45.8,"added",2,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"36",2,5,"Warming","Finer","before","60-70",2017-02-14,0,0,0,0,1.11116101939487,0,0,8.550742,0,0,16.8601078909854,0,0,0.676792432500987,0,13.3474576271186,127.89,95.816,NA,4,15,0,0,0,0,0,0,0,0,0.99105820323957,0,0,0,0,7.62651213907788,0,0,0,0,0.603639508957798,0,0,0,0,0,0,15.0377379526552,0,0,0,0,0,0,0,0,9.9105820323957,0,0,0,0,76.2651213907788,6.03639508957798,0,0,0,0,0,0,0,0,0,0,150.377379526552,1.50377379526552,0,0,60.3639508957798,0,0,99.105820323957,0,0,0,0,0
"37",2,9,"Control","Fine","before","10-20",2017-02-14,0,0,0,0,4.94823941410128,0,0,8.892702,0,0,37.6877849319808,0,0,2.0805741559287,0,29.5774647887324,124.74,42.174,NA,5,15,0,0,0,0,0,0,0,0,1.99163831293192,0,0,0,0,3.57926214285714,0,0,0,0,0.837419303123229,0,0,0,0,0,0,15.1691197855478,0,0,0,0,0,0,0,0,19.9163831293192,0,0,0,0,35.7926214285714,8.3741930312323,0,0,0,0,0,0,0,0,0,0,151.691197855478,1.51691197855478,0,0,83.741930312323,0,0,199.163831293192,0,0,0,0,0
"38",2,1,"Control","Coarse","before","60-70",2017-02-14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.0229007633588,132.3,110.04,"added",1,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"39",2,1,"Control","Finer","before","20-30",2017-02-14,0,0,0,0,0.264481600283694,0,0,14.770779,0,0,11.3250851972582,0,0,0.288769074356197,0,12.0229007633588,132.3,110.04,NA,1,15,0,0,0,0,0,0,0,0,0.261882763697384,0,0,0,0,14.6256390702948,0,0,0,0,0.285931585341359,0,0,0,0,0,0,11.2138031809586,0,0,0,0,0,0,0,0,2.61882763697384,0,0,0,0,146.256390702948,2.85931585341359,0,0,0,0,0,0,0,0,0,0,112.138031809586,1.12138031809586,0,0,28.5931585341359,0,0,26.1882763697384,0,0,0,0,0
"40",2,8,"Warming","Coarse","before","40-50",2017-02-14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.4515235457064,126.63,72.561,"added",6,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"41",2,3,"Warming","Finer","before","0-10",2017-02-14,0.279453877744097,0.279453877744097,0.279453877744097,0,1.48584537809075,5.334877,0,35.001269,4.86491891334117,0,39.4702723419396,0.225845042106719,0.225845042106719,1.23392529814955,0,15.5555555555556,128.52,82.62,NA,2,15,0.213867763579665,0.014257850905311,0.213867763579665,0.014257850905311,0.213867763579665,0.014257850905311,0,0,1.13712656486537,4.08281403061223,0.272187602040815,0,0,26.7866854591836,0.172840593449019,0.0115227062299346,0,0,0.94433058531853,0.172840593449019,0.0115227062299346,3.72315222959782,0.248210148639855,0,0,30.2068410780149,2.13867763579665,0.14257850905311,2.13867763579665,0.14257850905311,2.13867763579665,0.14257850905311,0,0,11.3712656486537,40.8281403061223,2.72187602040816,0,0,267.866854591836,9.44330585318531,1.72840593449019,0.115227062299346,1.72840593449019,0.115227062299346,0,0,37.2315222959782,2.48210148639855,0,0,302.068410780149,3.02068410780149,0.0248210148639855,0,94.4330585318531,1.15227062299346,0,113.712656486537,1.4257850905311,0,1.4257850905311,1.4257850905311,1.15227062299346
"42",2,1,"Control","Fine","before","60-70",2017-02-14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.0229007633588,132.3,110.04,"added",1,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"43",2,1,"Control","Finer","before","90-100",2017-02-14,0.19229440703173,0.19229440703173,0.19229440703173,0,0.319144868052792,1.608064,0,5.373245,3.19546695239212,0,7.17885268136973,0.124661919065995,0.124661919065995,0.241569724838797,0,12.0229007633588,132.3,110.04,NA,1,15,0.190404892828092,0.0126936595218728,0.190404892828092,0.0126936595218728,0.190404892828092,0.0126936595218728,0,0,0.316008901851214,1.59226291761149,0.106150861174099,0,0,5.32044667422524,0.12343697201546,0.00822913146769731,0,0,0.239196023838869,0.12343697201546,0.00822913146769731,3.16406780622348,0.210937853748232,0,0,7.10831217883169,1.90404892828092,0.126936595218728,1.90404892828092,0.126936595218728,1.90404892828092,0.126936595218728,0,0,3.16008901851214,15.9226291761149,1.06150861174099,0,0,53.2044667422524,2.39196023838869,1.2343697201546,0.0822913146769731,1.2343697201546,0.0822913146769731,0,0,31.6406780622348,2.10937853748232,0,0,71.0831217883169,0.710831217883169,0.0210937853748232,0,23.9196023838869,0.822913146769731,0,31.6008901851215,1.26936595218728,0,1.26936595218728,1.26936595218728,0.822913146769731
"44",2,5,"Warming","Fine","before","30-40",2017-02-14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.3474576271186,127.89,95.816,"added",4,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"45",2,11,"Control","Fine","before","30-40",2017-02-14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.0526315789474,127.26,115.14,"added",3,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"46",2,7,"Warming","Fine","before","70-80",2017-02-14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.3139534883721,128.52,70.176,"added",6,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
